"value","count","percent"
9,2,2e-05
10,35,0.00035
11,209,0.00209
12,1094,0.01094
13,5356,0.05356
14,19177,0.19177
15,62410,0.6241
16,168420,1.6842
17,381735,3.81735
18,724668,7.24668
19,1155927,11.55927
20,1540716,15.40716
21,1714013,17.14013
22,1591824,15.91824
23,1225273,12.25273
24,774642,7.74642
25,398920,3.9892
26,165230,1.6523
27,53765,0.53765
28,13648,0.13648
29,2593,0.02593
30,315,0.00315
31,28,0.00028
